Date,Message
2025-11-21 02:30:00+07:00,"4084.05,4086.68,4079.54,4083.08"
2025-11-21 02:45:00+07:00,"4083.13,4085.74,4080.22,4084.42"
2025-11-21 03:00:00+07:00,"4084.4,4084.97,4074.04,4077.39"
2025-11-21 03:15:00+07:00,"4077.42,4081.54,4074.06,4077.49"
2025-11-21 03:30:00+07:00,"4077.51,4078.36,4073.31,4077.72"
2025-11-21 03:45:00+07:00,"4077.73,4080.16,4073.51,4077.61"
2025-11-21 04:00:00+07:00,"4077.66,4079.87,4074.08,4076.98"
2025-11-21 04:15:00+07:00,"4077.01,4081,4076.26,4079.19"
2025-11-21 04:30:00+07:00,"4079.21,4080.47,4076.44,4077"
2025-11-21 04:45:00+07:00,"4077.01,4079.82,4076.67,4077.42"
2025-11-21 06:00:00+07:00,"4075.74,4085.54,4072.86,4085.03"
2025-11-21 06:15:00+07:00,"4085.04,4085.97,4076.95,4081.44"
2025-11-21 06:30:00+07:00,"4081.46,4087.82,4080.03,4086.73"
2025-11-21 06:45:00+07:00,"4086.72,4088.69,4074.34,4078.91"
2025-11-21 07:00:00+07:00,"4078.87,4080.93,4074.12,4079.89"
2025-11-21 07:15:00+07:00,"4079.99,4081.29,4071.54,4075.1"
2025-11-21 07:30:00+07:00,"4075.09,4079.98,4071.94,4078.35"
2025-11-21 07:45:00+07:00,"4078.34,4079.68,4071.63,4073.89"
2025-11-21 08:00:00+07:00,"4073.88,4074.06,4063.27,4064.38"
2025-11-21 08:15:00+07:00,"4064.59,4068.75,4061.34,4062.1"
2025-11-21 08:30:00+07:00,"4062.18,4064.51,4060.53,4063.95"
2025-11-21 08:45:00+07:00,"4063.94,4074.39,4063.23,4068.52"
2025-11-21 09:00:00+07:00,"4068.47,4075.75,4068.03,4073.32"
2025-11-21 09:15:00+07:00,"4073.31,4075.2,4066.46,4073.76"
2025-11-21 09:30:00+07:00,"4073.82,4079.99,4072.42,4073.3"
2025-11-21 09:45:00+07:00,"4073.28,4073.56,4056.68,4057.3"
2025-11-21 10:00:00+07:00,"4057.25,4059.27,4052.39,4056.68"
2025-11-21 10:15:00+07:00,"4056.67,4058.23,4049.23,4052.28"
2025-11-21 10:30:00+07:00,"4052.26,4057.45,4050.85,4054.67"
2025-11-21 10:45:00+07:00,"4054.69,4059.65,4051.91,4056.38"
2025-11-21 11:00:00+07:00,"4056.59,4062.54,4052.85,4055.16"
2025-11-21 11:15:00+07:00,"4055.14,4060.56,4053.47,4059.98"
2025-11-21 11:30:00+07:00,"4059.98,4060.63,4048.07,4050.41"
2025-11-21 11:45:00+07:00,"4050.41,4052.78,4047.9,4052.36"
2025-11-21 12:00:00+07:00,"4052.38,4057.19,4051.43,4055.67"
2025-11-21 12:15:00+07:00,"4055.72,4057.38,4052.65,4052.75"
2025-11-21 12:30:00+07:00,"4052.74,4057.61,4048,4049.01"
2025-11-21 12:45:00+07:00,"4049.05,4059.61,4039.85,4058.28"
2025-11-21 13:00:00+07:00,"4058.68,4065.1,4051.8,4051.97"
2025-11-21 13:15:00+07:00,"4051.99,4052.72,4030.81,4032.12"
2025-11-21 13:30:00+07:00,"4032.12,4040.63,4029.43,4036.18"
2025-11-21 13:45:00+07:00,"4036.19,4039.22,4032.95,4033.01"
2025-11-21 14:00:00+07:00,"4032.98,4033.16,4024.89,4032.28"
2025-11-21 14:15:00+07:00,"4032.43,4037.81,4030.36,4037.3"
2025-11-21 14:30:00+07:00,"4037.35,4039.9,4032.11,4033.62"
2025-11-21 14:45:00+07:00,"4033.63,4035.84,4028.59,4031.82"
2025-11-21 15:00:00+07:00,"4031.76,4039.11,4022.15,4037.3"
2025-11-21 15:15:00+07:00,"4037.32,4048.17,4034,4042.63"
2025-11-21 15:30:00+07:00,"4042.52,4047.57,4040.73,4043.45"
2025-11-21 15:45:00+07:00,"4043.43,4047.04,4038.68,4040.89"
2025-11-21 16:00:00+07:00,"4040.88,4059.52,4040.13,4058.08"
2025-11-21 16:15:00+07:00,"4058.14,4063.3,4053.94,4056.68"
2025-11-21 16:30:00+07:00,"4056.6,4060.86,4049.67,4049.87"
2025-11-21 16:45:00+07:00,"4049.87,4054.9,4048.35,4050.53"
2025-11-21 17:00:00+07:00,"4050.5,4052.81,4035.25,4038.55"
2025-11-21 17:15:00+07:00,"4038.56,4043.28,4032.79,4032.79"
2025-11-21 17:30:00+07:00,"4032.79,4038.15,4032.45,4033.79"
2025-11-21 17:45:00+07:00,"4033.76,4041.87,4033.43,4037.44"
2025-11-21 18:00:00+07:00,"4037.41,4046.76,4035.74,4040.81"
2025-11-21 18:15:00+07:00,"4040.84,4042.33,4037.22,4039.84"
2025-11-21 18:30:00+07:00,"4039.86,4041.26,4034.96,4036.65"
2025-11-21 18:45:00+07:00,"4036.66,4038.71,4031.01,4036.52"
2025-11-21 19:00:00+07:00,"4036.57,4045.8,4034.72,4044.06"
2025-11-21 19:15:00+07:00,"4044.03,4050.18,4041.4,4044.92"
2025-11-21 19:30:00+07:00,"4044.89,4063.43,4043.71,4061.69"
2025-11-21 19:45:00+07:00,"4061.74,4071.75,4060.98,4066.04"
2025-11-21 20:00:00+07:00,"4066.01,4067.34,4059.23,4062.05"
2025-11-21 20:15:00+07:00,"4062.12,4070.61,4059.79,4067.32"
2025-11-21 20:30:00+07:00,"4067.38,4072.38,4066.21,4071.84"
2025-11-21 20:45:00+07:00,"4071.86,4080.9,4071.81,4079.48"
2025-11-21 21:00:00+07:00,"4079.4,4084.1,4071.51,4076.46"
2025-11-21 21:15:00+07:00,"4076.43,4076.85,4064.08,4066.86"
2025-11-21 21:30:00+07:00,"4066.88,4070.87,4061.5,4063.82"
2025-11-21 21:45:00+07:00,"4063.83,4075.37,4062.18,4071.54"
2025-11-21 22:00:00+07:00,"4071.45,4077.02,4066.37,4072.33"
2025-11-21 22:15:00+07:00,"4072.31,4076.42,4067.66,4069.49"
2025-11-21 22:30:00+07:00,"4069.44,4070.64,4055.08,4063"
2025-11-21 22:45:00+07:00,"4062.99,4072.13,4062.52,4069.53"
2025-11-21 23:00:00+07:00,"4069.5,4072.66,4063.02,4067.13"
2025-11-21 23:15:00+07:00,"4067.16,4071.33,4064.13,4070.13"
2025-11-21 23:30:00+07:00,"4070.05,4081.33,4069.62,4079.24"
2025-11-21 23:45:00+07:00,"4079.05,4100.8,4076.58,4099.74"
2025-11-22 00:00:00+07:00,"4099.72,4101.18,4082.96,4084.35"
2025-11-22 00:15:00+07:00,"4084.36,4087.24,4078.94,4081.65"
2025-11-22 00:30:00+07:00,"4081.65,4084.69,4079.41,4083.17"
2025-11-22 00:45:00+07:00,"4083.18,4088.79,4080.92,4085.77"
