start,end,bars,high,low,range_height,adjacent_overlap_count,adjacent_pairs,adjacent_overlap_ratio,anchor_context
2026-05-13 23:21:00,2026-05-13 23:33:00,13,4710.24,4700.51,9.729999999999563,12,12,1.0,bear|doji|bear_reversal|buy_trigger
2026-05-13 23:24:00,2026-05-13 23:36:00,13,4710.24,4702.23,8.010000000000218,12,12,1.0,bull|bear_reversal|buy_trigger
2026-05-13 23:25:00,2026-05-13 23:37:00,13,4710.24,4702.23,8.010000000000218,12,12,1.0,bull|doji|inside|bear_reversal
2026-05-13 23:26:00,2026-05-13 23:38:00,13,4710.24,4701.63,8.609999999999673,12,12,1.0,bear|bear_breakout_bar|sell_trigger
2026-05-13 23:27:00,2026-05-13 23:39:00,13,4710.24,4701.63,8.609999999999673,12,12,1.0,bull|outside|bull_breakout_bar|buy_trigger|sell_trigger
2026-05-13 23:30:00,2026-05-13 23:40:00,11,4707.83,4700.11,7.720000000000255,10,10,1.0,bull|bull_reversal|sell_trigger
2026-05-13 23:31:00,2026-05-13 23:40:00,10,4707.83,4700.11,7.720000000000255,9,9,1.0,bear|outside|buy_trigger|sell_trigger
2026-05-13 23:33:00,2026-05-13 23:40:00,8,4704.72,4700.11,4.610000000000582,7,7,1.0,bear|doji|inside|bear_reversal
2026-05-13 23:34:00,2026-05-13 23:40:00,7,4704.72,4700.11,4.610000000000582,6,6,1.0,bull|doji|outside|bull_reversal|buy_trigger|sell_trigger
2026-05-13 23:36:00,2026-05-13 23:40:00,5,4704.44,4700.11,4.329999999999927,4,4,1.0,bull|doji|bull_reversal|sell_trigger
